TIC,class_gold,class_raw,class_is_inferred,class_reference,ra_deg,dec_deg,period_gold,period_n,period_spread,period_references,period_methods,n_products,n_sectors,has_light_curve,period_is_group,period_usable
73759997,BE,Be=Y; signals=S/L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),263.29733,-58.55751,,,,,,,,False,True,False
75047606,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),138.393541667,-47.3384055556,0.6060606060606061,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
75210369,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),138.66093,-45.57603,0.5464480874316939,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
75581184,BE,Be=Y; signals=I/H/V/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),139.16548,-44.4346,0.3717472118959108,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
75708438,BE,Be=Y; signals=S/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),237.17326,-54.86311,,,,,,,,False,True,False
76336597,BE,Be=Y; signals=L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),140.17549,-42.17851,1.1111111111111112,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
76343753,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
76556351,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),237.16108,-57.10397,1.4285714285714286,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
78897024,PULS,beta Cep,False,2020A&A...639A..81B (Burssens+ 2020),103.38711,-20.22425,0.1845427031815162,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,True
80466973,PULS,SLF+SPB?,False,2020A&A...639A..81B (Burssens+ 2020),105.75613,-23.83329,7.94912559618442,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,True
80719034,BE,Be=Y; signals=I/H/V/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),122.09117,-47.15797,0.3355704697986577,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
80899869,BE,Be=Y; signals=S/L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),122.17309,-42.05634,0.6535947712418301,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
81584371,BE,Be=Y; signals=L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),106.844125,-23.8407194444,1.2987012987012987,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
81615536,BE,Be=Y; signals=I/L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),123.4402,-46.57868,,,,,,6.0,6.0,True,True,False
81859368,BE,Be=Y; signals=I/H/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),123.71353,-46.48584,0.4566210045662101,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
82286180,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
82370215,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),124.51174,-45.64217,,,,,,,,False,True,False
84513533,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),238.59092,-55.32899,0.8928571428571428,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
85001695,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),250.17693,-41.12698,0.5025125628140703,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
85145647,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
85400193,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
85407360,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
85979436,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
86430323,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
88021496,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
88484868,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
88565376,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
89545031,ROT,rot,False,2019ApJ...872L...9P (Pedersen+ 2019),357.83891,-18.90916,3.7567642481203007,2.0,1.0014033867342371,2019MNRAS.485.3457B (Balona+ 2019) | 2022ApJ...924....2B (Barraza+ 2022),visual,,,False,False,True
89593655,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),239.02487,-54.95264,0.6211180124223602,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
90296023,OTHER,Be=N (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),128.09732,-49.60138,,,,,,,,False,False,False
90836305,BE,Be=Y; signals=L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),239.28151,-57.58022,0.6535947712418301,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
91198426,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
91689592,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),88.504506,12.684274,0.4484304932735426,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
91791971,PULS,SLF+SPB?,False,2020A&A...639A..81B (Burssens+ 2020),,,0.5927682276229994,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,True
92124675,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
92136299,BE,SPB+Be-type mini-outbursts / rot,False,2019ApJ...872L...9P (Pedersen+ 2019),355.68061,-14.54491,0.444247001332741,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,True,False
95513457,PULS,SLF+SPB?,False,2020A&A...639A..81B (Burssens+ 2020),107.38901,-16.23451,2.0408163265306123,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,2.0,2.0,True,False,True
95526898,OTHER,sdB candidate (Bin+R),False,2025ApJ...989..177C (Campelo+ 2025),,,0.241,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
95767039,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
95856782,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
99091407,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
99641129,OTHER,sdB candidate (EB),False,2025ApJ...989..177C (Campelo+ 2025),,,0.092,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
99899463,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
99954966,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
100013600,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
100589904,SLF,SLF,True,2020A&A...640A..36B (Bowman+ 2020),86.49956,-32.30643,1.1977482333213558,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,False
100728163,AMBIGUOUS,Ambiguous variability,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
101167744,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
101548929,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
102281507,SLF,SLF?,False,2020A&A...639A..81B (Burssens+ 2020),89.11681,9.50939,3.4916201117318435,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,False
102643159,ECL,EB,False,2020A&A...639A..81B (Burssens+ 2020),,,1.68662506324844,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,True
106347931,ECL,EB,False,2020A&A...639A..81B (Burssens+ 2020),109.67703,-24.95437,0.640861317610869,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,True
106349204,ECL,EB,False,2020A&A...639A..81B (Burssens+ 2020),,,2.1963540522732266,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,True
110798652,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,1.908,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
112679272,BE,Be=Y; signals=S/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),269.51872,-41.52948,0.6172839506172839,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
115177591,ROT,ROT,False,2019MNRAS.485.3457B (Balona+ 2019),317.17202,-37.2427,0.5760368663594471,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
115286784,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
116043802,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
118269334,OTHER,sdB candidate (MSRot),False,2025ApJ...989..177C (Campelo+ 2025),,,3.138,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
118298029,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
118327563,ROT,ROT+FLARE?,False,2019MNRAS.485.3457B (Balona+ 2019),10.74294,-38.12703,0.2287282708142726,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
118334802,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
118842700,BE,Be=Y; signals=S/L,False,2022AJ....163..226L (Labadie-Bartz+ 2022),274.281375,-56.0233527778,,,,,,,,False,True,False
120638388,AMBIGUOUS,Ambiguous variability,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
121345684,BE,Be=Y; signals=S/L/F/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),254.73675,-46.12899,0.9090909090909092,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
121689850,BE,Be=Y; signals=L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),254.98716,-43.22079,1.1494252873563218,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,3.0,3.0,True,True,False
121905577,BE,Be=Y; signals=I/H/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),255.10518,-42.31675,1.020408163265306,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
123036723,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),113.52862,-46.64378,0.425531914893617,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
123545883,OTHER,Be=N (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),102.889196,-6.966449,,,,,,,,False,False,False
123828144,BE,Be=Y; signals=I/H/V/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),116.06479,-43.01787,,,,,,,,False,True,False
124328133,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),104.25594,-6.21823,0.3875968992248061,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
124407255,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),104.289483,-8.541935,0.6711409395973155,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
124921846,BE,Be=Y; signals=L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),95.151,-34.1441444444,1.282051282051282,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
125406140,BE,Be=Y; signals=S/I,False,2022AJ....163..226L (Labadie-Bartz+ 2022),105.55697,-6.30245,,,,,,,,False,True,False
125759847,BE,Be=Y; signals=I/L/H/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),256.72796,-44.73369,0.4115226337448559,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
126125347,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),228.08129,-53.65803,1.0869565217391304,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
126460390,BE,Be=Y; signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),228.25841,-50.73509,,,,,,,,False,True,False
126586580,ECL,EB,False,2020A&A...639A..81B (Burssens+ 2020),,,1.96078431372549,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,True
126899506,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),137.11441,-52.57775,0.819672131147541,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
127493611,BE,Be=Y; signals=S/I/L/H,False,2022AJ....163..226L (Labadie-Bartz+ 2022),117.021541667,-25.9371694444,,,,,,,,False,True,False
129361218,AMBIGUOUS,Ambiguous variability,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,2.0,2.0,True,False,False
131104893,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),117.46758,-40.91447,1.639344262295082,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
133422778,ROT,SLF+rot,False,2020A&A...639A..81B (Burssens+ 2020),,,1.76678445229682,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,True
134653865,BE,Be=Y; signals=L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),182.227458333,-41.2316027778,1.7857142857142856,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
136975077,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
137306463,OTHER,sdB candidate (Bin+R),False,2025ApJ...989..177C (Campelo+ 2025),,,0.282,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
137504709,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
137608661,OTHER,sdB candidate (Bin+R (sdBV+dM)),False,2025ApJ...989..177C (Campelo+ 2025),,,0.289,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
137714020,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
138187342,BE,Be=Y; signals=L/F/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),230.83395,-50.11624,0.5263157894736842,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
138440897,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
138618727,OTHER,sdB candidate (Bin+R),False,2025ApJ...989..177C (Campelo+ 2025),,,0.332,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
139271306,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
139385056,BE,Be=Y; signals=I/H/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),111.747833333,-23.0860222222,0.1112223334445556,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,True,False
139468902,ROT,rot / SPB?,False,2019ApJ...872L...9P (Pedersen+ 2019),337.5656,-42.29107,0.45591108003638015,2.0,1.00509693,2019MNRAS.485.3457B (Balona+ 2019) | 2022ApJ...924....2B (Barraza+ 2022),visual,,,False,False,True
139472176,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),35.75218,-29.61945,1.2987012987012987,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
139723188,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
139870215,BE,Be=Y; signals=S/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),126.86731,-47.72878,0.7518796992481203,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
140001327,BE,Be=Y; signals=S/I/L/H/V/F/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),127.21694,-42.58748,0.6369426751592356,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
140006471,BE,Be=Y; signals=I/L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),127.281541667,-44.1604138889,0.4784688995215311,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
140031673,BE,Be=S; signals=S/L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),126.380541667,-51.7274166667,1.2658227848101264,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
140132301,OTHER,Be=U (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),127.33621,-43.84224,,,,,,,,False,False,False
140300162,BE,Be=Y; signals=S/L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),126.96036,-50.10002,1.2345679012345678,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,5.0,5.0,True,True,False
141037731,BE,Be=Y; signals=I/H/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),231.48024,-53.77106,0.3690036900369003,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
141281495,ROT,rot?,False,2019ApJ...872L...9P (Pedersen+ 2019),83.24848,-75.23678,3.001305988023952,2.0,1.0048724,2019MNRAS.485.3457B (Balona+ 2019) | 2022ApJ...924....2B (Barraza+ 2022),visual,,,False,False,True
141602548,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
141620982,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
141898455,BE,Be=Y; signals=S/L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),130.21221,-46.09592,0.5649717514124294,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
141973945,OTHER,Be=N (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),178.227166667,-33.9081305556,,,,,,,,False,False,False
142491300,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
142781574,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
143543729,BE,Be=Y; signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),118.29953,-45.21878,,,,,,,,False,True,False
144028101,BE,Be=Y; signals=L/H/V/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),229.633416667,-47.8752777778,,,,,,,,False,True,False
145373620,BE,Be=Y; signals=S/L/F+/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),132.14332,-50.37032,0.7042253521126761,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
145506624,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),132.47403,-48.06083,1.7241379310344829,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
146036695,BE,Be=Y; signals=L/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),123.373,-35.8995194444,0.9615384615384616,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
146454560,BE,Be=Y; signals=S/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),232.60006,-51.11001,1.3333333333333333,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
146908355,SLF,SLF,False,2020A&A...639A..81B (Burssens+ 2020),104.03427,-17.05424,8.992805755395684,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,False
147244857,BE,Be=S; signals=I+,False,2022AJ....163..226L (Labadie-Bartz+ 2022),124.90855,-31.82346,,,,,,,,False,True,False
147283842,NOISY,Noisy+Ambiguous variability,False,2022ApJ...924....2B (Barraza+ 2022),324.79423,-46.09765,,,,,,,,False,False,False
148109427,ROT,SLF+rot,False,2020A&A...639A..81B (Burssens+ 2020),105.93955,-15.63329,6.25,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,True
148506724,ROT,SLF+rot?,False,2020A&A...639A..81B (Burssens+ 2020),106.64986,-12.39395,5.88235294117647,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,2.0,2.0,True,False,True
148624156,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
148785530,OTHER,sdB candidate (Bin (sdB+dM)),False,2025ApJ...989..177C (Campelo+ 2025),,,0.157,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
149039372,ROT,rot? / SPB?,False,2019ApJ...872L...9P (Pedersen+ 2019),78.35474,-65.23611,0.32226,1.0,1.0,2022ApJ...924....2B (Barraza+ 2022),visual,,,False,False,True
149368979,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
149441063,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
149442831,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
149468778,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
149971754,PULS,SPB,False,2019ApJ...872L...9P (Pedersen+ 2019),90.01184,-61.828,,,,,,,,False,False,False
150357404,ROT,SPB+ROT?,False,2019MNRAS.485.3457B (Balona+ 2019),96.23249,-63.82814,1.5625,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
150362541,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
150442264,ECL,EB + puls/rot,False,2019ApJ...872L...9P (Pedersen+ 2019),97.79433,-61.87954,1.490911,1.0,1.0,2022ApJ...924....2B (Barraza+ 2022),visual,,,False,False,True
151131426,OTHER,Be=N (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),232.07259,-45.13494,,,,,,,,False,False,False
151300497,OTHER,Be=N (rejected/other); signals=,False,2022AJ....163..226L (Labadie-Bartz+ 2022),258.830208333,-33.5484194444,,,,,,,,False,False,False
151464886,PULS,SPB,False,2020A&A...639A..81B (Burssens+ 2020),91.89302,14.76847,1.5151515151515151,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,,,False,False,True
152283270,ECL,instr / binary(transit),False,2019ApJ...872L...9P (Pedersen+ 2019),329.23144,-35.35983,2.3041474654377883,1.0,1.0,2019MNRAS.485.3457B (Balona+ 2019),visual,,,False,False,True
152659955,PULS,SLF+SPB?,False,2020A&A...639A..81B (Burssens+ 2020),259.36254,-35.53667,4.219409282700422,1.0,1.0,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,2.0,2.0,True,False,True
153541389,BE,Be=Y; signals=S/G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),93.42578,8.7124,0.6172839506172839,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
153976829,AMBIGUOUS,Ambiguous variability,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
154510451,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
155573117,BE,Be=S; signals=I,False,2022AJ....163..226L (Labadie-Bartz+ 2022),123.51541,-28.32386,,,,,,,,False,True,False
156423894,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
156623726,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
156627345,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),90.89269,9.66518,1.4084507042253522,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
157982674,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
158387021,OTHER,sdB candidate (MSRot),False,2025ApJ...989..177C (Campelo+ 2025),,,0.573,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
158490159,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,2.239,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
158734620,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),87.19155,0.72555,0.3472222222222222,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
158918567,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
159059628,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),88.36309,0.77922,0.6666666666666666,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
159502560,PULS,Pulsation,False,2025ApJ...989..177C (Campelo+ 2025),,,0.542,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
159923054,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
160401972,BE,Be=Y; signals=G,False,2022AJ....163..226L (Labadie-Bartz+ 2022),222.98999,-40.80584,0.7142857142857143,1.0,1.0,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,,False,True,False
160553438,PULS,Pulsation,False,2025ApJ...989..177C (Campelo+ 2025),,,0.832,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
160583519,AMBIGUOUS,Ambiguous variability,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
160603215,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
162128750,ROT,Rotation,False,2025ApJ...989..177C (Campelo+ 2025),,,0.238,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
162576788,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
162594193,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
162616331,PULS,Pulsation,False,2025ApJ...989..177C (Campelo+ 2025),,,0.456,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
165312944,NOISY,Noisy,False,2025ApJ...989..177C (Campelo+ 2025),,,,,,,,,,False,False,False
165547989,OTHER,sdB candidate,False,2025ApJ...989..177C (Campelo+ 2025),,,0.969,1.0,1.0,2025ApJ...989..177C (Campelo+ 2025),visual,,,False,False,True
