TIC,class_raw,class_paper,class_tokens,reference,method,period,class_is_inferred,source_table,ra_deg,dec_deg
150362541,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
150442264,EB + puls/rot,ECL,ECL|PULS|ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,97.79433,-61.87954
150442264,EB(EB:),ECL,ECL,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,97.79433,-61.87954
150442264,Rotation ($a$),ROT,ROT,2022ApJ...924....2B (Barraza+ 2022),visual,1.490911,False,arXiv:2202.01022 Table 2,97.79433,-61.87954
151131426,Be=N (rejected/other); signals=,OTHER,OTHER,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,232.07259,-45.13494
151300497,Be=N (rejected/other); signals=,OTHER,OTHER,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,258.830208333,-33.5484194444
151464886,SPB,PULS,PULS,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,1.5151515151515151,False,J/A+A/639/A81/table2 x tablea1,91.89302,14.76847
151464886,SLF,SLF,SLF,2020A&A...640A..36B (Bowman+ 2020),visual+spectroscopy (SLF morphology fit),,True,J/A+A/640/A36/tablea2,91.89302,14.76847
152283270,instr / binary(transit),ECL,AMBIGUOUS|ECL|OTHER,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,329.23144,-35.35983
152283270,EA+ROT?,ECL,ECL|ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,2.3041474654377883,False,J/MNRAS/485/3457/table1,329.23144,-35.35983
152283270,Noisy,NOISY,NOISY,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 3,329.23144,-35.35983
152659955,SLF+SPB?,PULS,PULS|SLF,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,4.219409282700422,False,J/A+A/639/A81/table2 x tablea1,259.36254,-35.53667
152659955,SLF,SLF,SLF,2020A&A...640A..36B (Bowman+ 2020),visual+spectroscopy (SLF morphology fit),,True,J/A+A/640/A36/tablea2,259.36254,-35.53667
153541389,Be=Y; signals=S/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.6172839506172839,False,J/AJ/163/226/table2,93.42578,8.7124
153976829,Ambiguous variability,AMBIGUOUS,AMBIGUOUS,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 7 (article HTML)",,
154510451,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
155573117,Be=S; signals=I,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,123.51541,-28.32386
156423894,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
156623726,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
156627345,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,1.4084507042253522,False,J/AJ/163/226/table2,90.89269,9.66518
157982674,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
158387021,sdB candidate (MSRot),OTHER,OTHER,2025ApJ...989..177C (Campelo+ 2025),visual,0.573,False,"ApJ 989,177 Table 6 (MRT)",,
158490159,Rotation,ROT,ROT,2025ApJ...989..177C (Campelo+ 2025),visual,2.239,False,"ApJ 989,177 Table 2 (article HTML)",,
158734620,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.3472222222222222,False,J/AJ/163/226/table2,87.19155,0.72555
158918567,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
159059628,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.6666666666666666,False,J/AJ/163/226/table2,88.36309,0.77922
159502560,Pulsation,PULS,PULS,2025ApJ...989..177C (Campelo+ 2025),visual,0.542,False,"ApJ 989,177 Table 4 (article HTML)",,
159923054,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
160401972,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.7142857142857143,False,J/AJ/163/226/table2,222.98999,-40.80584
160553438,Pulsation,PULS,PULS,2025ApJ...989..177C (Campelo+ 2025),visual,0.832,False,"ApJ 989,177 Table 4 (article HTML)",,
160583519,Ambiguous variability,AMBIGUOUS,AMBIGUOUS,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 7 (article HTML)",,
160603215,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
162128750,Rotation,ROT,ROT,2025ApJ...989..177C (Campelo+ 2025),visual,0.238,False,"ApJ 989,177 Table 2 (article HTML)",,
162576788,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
162594193,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
162616331,Pulsation,PULS,PULS,2025ApJ...989..177C (Campelo+ 2025),visual,0.456,False,"ApJ 989,177 Table 4 (article HTML)",,
165312944,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
165547989,sdB candidate,OTHER,OTHER,2025ApJ...989..177C (Campelo+ 2025),visual,0.969,False,"ApJ 989,177 Table 6 (MRT)",,
165650748,sdB candidate (MSRot),OTHER,OTHER,2025ApJ...989..177C (Campelo+ 2025),visual,2.032,False,"ApJ 989,177 Table 6 (MRT)",,
165797593,sdB candidate (EB),OTHER,OTHER,2025ApJ...989..177C (Campelo+ 2025),visual,0.355,False,"ApJ 989,177 Table 6 (MRT)",,
166703712,Be=Y; signals=L/F+/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.4347826086956522,False,J/AJ/163/226/table2,208.36758,-39.05722
167045028,rot,ROT,ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,95.519,-69.27323
167045028,EB?,ECL,ECL,2019MNRAS.485.3457B (Balona+ 2019),visual,3.03951367781155,False,J/MNRAS/485/3457/table1,95.519,-69.27323
167045028,Ambiguous variability/Rotation?/EB?,AMBIGUOUS,ECL|ROT,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,95.519,-69.27323
167107487,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,1.3157894736842106,False,J/AJ/163/226/table2,93.89883,7.65231
167110617,Be=Y; signals=I/H/V/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,93.917405,6.066178
167415960,const?,NOISY,NOISY,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,99.28993,-70.91771
167415960,-,,,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,99.28993,-70.91771
167415960,Noisy,NOISY,NOISY,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 3,99.28993,-70.91771
167523976,SPB,PULS,PULS,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,100.60144,-65.74263
167523976,SPB,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,100.60144,-65.74263
167746025,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
168115492,Be=Y; signals=I+,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,101.52358,-5.969696
168505959,Be=Y; signals=,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,193.67212,-52.48407
168627067,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.684931506849315,False,J/AJ/163/226/table2,107.19998,-4.05745
169285097,sdBhybrid,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,356.0917,-34.45011
169285097,Ambiguous variability/Pulsation,AMBIGUOUS,PULS,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,356.0917,-34.45011
171895762,Be=Y; signals=L/F+/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.641025641025641,False,J/AJ/163/226/table2,255.44746,-58.95826
171896106,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,255.47534,-59.0476
172570604,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
173008025,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
173381049,Be=Y; signals=I,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,111.74772,-41.62909
173956099,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.4694835680751174,False,J/AJ/163/226/table2,113.46199,-40.92995
174008063,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,1.1494252873563218,False,J/AJ/163/226/table2,113.462666667,-36.3383916667
174121793,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.819672131147541,False,J/AJ/163/226/table2,258.63889,-54.37012
175402069,sdB candidate (EB),OTHER,OTHER,2025ApJ...989..177C (Campelo+ 2025),visual,0.098,False,"ApJ 989,177 Table 6 (MRT)",,
175523591,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.3968253968253968,False,J/AJ/163/226/table2,116.543916667,-37.9336694444
175599737,Ambiguous variability,AMBIGUOUS,AMBIGUOUS,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 7 (article HTML)",,
176935619,instr? ({nu}_inst_~2.8d^-1^),AMBIGUOUS,AMBIGUOUS,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,100.60644,-67.8431
176935619,ROT,ROT,ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,0.363901018922853,False,J/MNRAS/485/3457/table1,100.60644,-67.8431
176935619,Noisy,NOISY,NOISY,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 3,100.60644,-67.8431
176955379,SPB / rot,ROT,PULS|ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,100.77769,-69.29778
176955379,ROT,ROT,ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,0.334001336005344,False,J/MNRAS/485/3457/table1,100.77769,-69.29778
176955379,Ambiguous variability/Pulsation+Rot,AMBIGUOUS,PULS|ROT,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,100.77769,-69.29778
177075997,instr / rot?,ROT,AMBIGUOUS|ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,102.86244,-70.96341
177075997,ROT?,ROT,ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,2.8409090909090913,False,J/MNRAS/485/3457/table1,102.86244,-70.96341
177075997,Ambiguous variability,OTHER,OTHER,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,102.86244,-70.96341
177204351,Be=Y; signals=S,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,106.39672,-8.72889
177717406,SLF,SLF,SLF,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,1.4084507042253522,False,J/A+A/639/A81/table2 x tablea1,,
177853845,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.5464480874316939,False,J/AJ/163/226/table2,107.54728,-9.33631
177860391,SLF?,SLF,SLF,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,0.998003992015968,False,J/A+A/639/A81/table2 x tablea1,107.53395,-11.80273
177860391,SLF,SLF,SLF,2020A&A...640A..36B (Bowman+ 2020),visual+spectroscopy (SLF morphology fit),,True,J/A+A/640/A36/tablea2,107.53395,-11.80273
177860391,Ambiguous variability,AMBIGUOUS,AMBIGUOUS,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 7 (article HTML)",107.53395,-11.80273
178489528,SLF,SLF,SLF,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,4.504504504504505,False,J/A+A/639/A81/table2 x tablea1,108.61772,-10.31625
178489528,SLF,SLF,SLF,2020A&A...640A..36B (Bowman+ 2020),visual+spectroscopy (SLF morphology fit),,True,J/A+A/640/A36/tablea2,108.61772,-10.31625
178719204,Be=N (rejected/other); signals=,OTHER,OTHER,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,125.33446,-1.60201
179308923,SLF? / SPB?,PULS,PULS|SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,79.8239,-69.65399
179308923,ACYG+EB?,ECL,ECL|PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,79.8239,-69.65399
179574710,SLF,SLF,SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,80.36637,-71.93865
179574710,ACYG,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,80.36637,-71.93865
179637387,SLF,SLF,SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,80.57186,-67.94916
179637387,ACYG?,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,80.57186,-67.94916
179639066,SLF,SLF,SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,80.75276,-67.18946
179639066,ACYG,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,80.75276,-67.18946
180092491,Be=Y; signals=S/L/F+/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.6211180124223602,False,J/AJ/163/226/table2,188.88531,-64.22124
181043970,EA(EA/SD),ECL,ECL,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,12.94416,-71.99803
181506336,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.5617977528089888,False,J/AJ/163/226/table2,131.25842,-41.51618
181600430,Be=Y; signals=I/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.7692307692307692,False,J/AJ/163/226/table2,131.59902,-41.12536
182909257,rot,ROT,ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,16.38045,-77.58465
182909257,SXARI,ROT,ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,3.134796238244514,False,J/MNRAS/485/3457/table1,16.38045,-77.58465
182909257,Rotation,ROT,ROT,2022ApJ...924....2B (Barraza+ 2022),visual,3.139,False,arXiv:2202.01022 Table 2,16.38045,-77.58465
184427882,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
186484490,sdB candidate (Bin+R),OTHER,OTHER,2025ApJ...989..177C (Campelo+ 2025),visual,0.243,False,"ApJ 989,177 Table 6 (MRT)",,
186513548,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
186979808,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,1.6129032258064517,False,J/AJ/163/226/table2,134.20101,-30.18387
187458882,SLF,SLF,SLF,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,3.4843205574912894,False,J/A+A/639/A81/table2 x tablea1,110.50855,-8.97936
187458882,SLF,SLF,SLF,2020A&A...640A..36B (Bowman+ 2020),visual+spectroscopy (SLF morphology fit),,True,J/A+A/640/A36/tablea2,110.50855,-8.97936
187458882,Be=N (rejected/other); signals=,OTHER,OTHER,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,110.50855,-8.97936
187458882,Ambiguous variability,AMBIGUOUS,AMBIGUOUS,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 7 (article HTML)",110.50855,-8.97936
188633484,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
189271286,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.6535947712418301,False,J/AJ/163/226/table2,141.68701,-28.78774
190393155,Be=Y; signals=S/I/H/V/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,132.86672,-41.85731
190558492,Be=Y; signals=S/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.9803921568627451,False,J/AJ/163/226/table2,235.58253,-49.99804
191312952,Be=S; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.31746031746031744,False,J/AJ/163/226/table2,221.65334,-56.41896
192063894,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
193600962,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
195288472,SLF,SLF,SLF,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,1.1185682326621924,False,J/A+A/639/A81/table2 x tablea1,260.21941,-36.07238
195288472,SLF,SLF,SLF,2020A&A...640A..36B (Bowman+ 2020),visual+spectroscopy (SLF morphology fit),,True,J/A+A/640/A36/tablea2,260.21941,-36.07238
197641601,instr / rot,ROT,AMBIGUOUS|ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,328.48215,-37.36487
197641601,ROT?,ROT,ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,4.975124378109452,False,J/MNRAS/485/3457/table1,328.48215,-37.36487
197641601,Rotation,ROT,ROT,2022ApJ...924....2B (Barraza+ 2022),visual,4.987,False,arXiv:2202.01022 Table 2,328.48215,-37.36487
198106374,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
198240464,sdB candidate (MSRot),OTHER,OTHER,2025ApJ...989..177C (Campelo+ 2025),visual,2.296,False,"ApJ 989,177 Table 6 (MRT)",,
198279946,Rotation,ROT,ROT,2025ApJ...989..177C (Campelo+ 2025),visual,5.577,False,"ApJ 989,177 Table 2 (article HTML)",,
198386262,sdB candidate (Bin+R),OTHER,OTHER,2025ApJ...989..177C (Campelo+ 2025),visual,0.444,False,"ApJ 989,177 Table 6 (MRT)",,
198388195,Rotation,ROT,ROT,2025ApJ...989..177C (Campelo+ 2025),visual,2.453,False,"ApJ 989,177 Table 2 (article HTML)",,
198390914,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
198456386,Pulsation,PULS,PULS,2025ApJ...989..177C (Campelo+ 2025),visual,0.522,False,"ApJ 989,177 Table 4 (article HTML)",,
198537188,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
198614726,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
199572361,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
199687979,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
199713570,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
200519617,Be=Y; signals=S/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,1.0416666666666667,False,J/AJ/163/226/table2,82.92099,9.22604
202148345,SPB,PULS,PULS,2020A&A...639A..81B (Burssens+ 2020),visual+spectroscopy,1.937984496124031,False,J/A+A/639/A81/table2 x tablea1,101.63506,8.58716
202148345,SLF,SLF,SLF,2020A&A...640A..36B (Bowman+ 2020),visual+spectroscopy (SLF morphology fit),,True,J/A+A/640/A36/tablea2,101.63506,8.58716
202351745,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
202352600,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
202354658,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
202442617,Binary (eclipsing/ellipsoidal),ECL,ECL,2025ApJ...989..177C (Campelo+ 2025),visual,0.161,False,"ApJ 989,177 Table 5 (article HTML)",,
202444159,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
202466623,sdB candidate (MSRot),OTHER,OTHER,2025ApJ...989..177C (Campelo+ 2025),visual,3.405,False,"ApJ 989,177 Table 6 (MRT)",,
202491630,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
203452834,Be=N (rejected/other); signals=,OTHER,OTHER,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,217.66859,-22.4609
206362352,SPB,PULS,PULS,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,356.81665,-50.22646
206362352,SPB,PULS,PULS,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,356.81665,-50.22646
206547467,rot / const? / SPB?,ROT,NOISY|PULS|ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,333.28927,-21.406
206547467,ROT,ROT,ROT,2019MNRAS.485.3457B (Balona+ 2019),visual,4.291845493562231,False,J/MNRAS/485/3457/table1,333.28927,-21.406
206547467,Ambiguous variability,OTHER,OTHER,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,333.28927,-21.406
206792542,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.6578947368421053,False,J/AJ/163/226/table2,96.708679,10.932118
206840215,Be=Y; signals=,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,96.845243,8.41192
207020262,Be=Y; signals=I/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,1.3333333333333333,False,J/AJ/163/226/table2,97.500775,8.295943
207043038,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.9009009009009008,False,J/AJ/163/226/table2,97.78982,11.25139
207176480,SPB? / SLF? / Be,BE,BE|PULS|SLF,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,47.10865,-59.37373
207176480,BE,BE,BE,2019MNRAS.485.3457B (Balona+ 2019),visual,,False,J/MNRAS/485/3457/table1,47.10865,-59.37373
207176480,Be=N (rejected/other); signals=,OTHER,OTHER,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,47.10865,-59.37373
207235278,EV / rot,ELL,ELL|ROT,2019ApJ...872L...9P (Pedersen+ 2019),visual+spectroscopy,,False,J/ApJ/872/L9/table1,49.60301,-55.82253
207235278,ELL,ELL,ELL,2019MNRAS.485.3457B (Balona+ 2019),visual,1.7921146953405016,False,J/MNRAS/485/3457/table1,49.60301,-55.82253
207235278,Binary,OTHER,OTHER,2022ApJ...924....2B (Barraza+ 2022),visual,,False,arXiv:2202.01022 Table 4,49.60301,-55.82253
207440585,Noisy,NOISY,NOISY,2025ApJ...989..177C (Campelo+ 2025),visual,,False,"ApJ 989,177 Table 3 (MRT)",,
207580161,Be=S; signals=,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,206.78069,-57.6749
207633164,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.35714285714285715,False,J/AJ/163/226/table2,206.99793,-57.69508
207881543,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.6097560975609756,False,J/AJ/163/226/table2,207.60875,-59.74802
208495676,Be=Y; signals=S/L/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.4504504504504504,False,J/AJ/163/226/table2,244.9813,-58.16719
208580496,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.5235602094240838,False,J/AJ/163/226/table2,244.80932,-54.96164
209829040,Be=Y; signals=S/L/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.7407407407407407,False,J/AJ/163/226/table2,210.96528,-59.46311
210506327,Be=Y; signals=,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,212.1876,-59.71707
211750828,Be=Y; signals=S/L/F+/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.4716981132075471,False,J/AJ/163/226/table2,255.11954,-49.25415
212551379,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.5988023952095809,False,J/AJ/163/226/table2,256.18347,-51.40822
212755033,Be=Y; signals=G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.5235602094240838,False,J/AJ/163/226/table2,256.52963,-48.41867
212806475,Be=Y; signals=I/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.6756756756756757,False,J/AJ/163/226/table2,256.56283,-52.48225
213153401,Be=U (rejected/other); signals=,OTHER,OTHER,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,,False,J/AJ/163/226/table2,257.13155,-49.46774
215511795,Be=Y; signals=L/F+/G,BE,BE,2022AJ....163..226L (Labadie-Bartz+ 2022),visual,0.6535947712418301,False,J/AJ/163/226/table2,242.23062,-51.96199
